samples,numpy_dist_mat,memmap_dist_mat
50,0.33923209054129466,0.3510977427164714
50,0.35223388671875,0.3522426060267857
50,0.35223388671875,0.3522404261997768
50,0.35223388671875,0.35224151611328125
50,0.3522389729817708,0.3522556849888393
50,0.3522491455078125,0.35225677490234375
50,0.3522491455078125,0.35225677490234375
50,0.3522491455078125,0.3522578648158482
50,0.3522491455078125,0.35225677490234375
50,0.3522491455078125,0.3522556849888393
100,0.3522491455078125,0.35227203369140625
100,0.3522491455078125,0.35227203369140625
100,0.3522491455078125,0.35227530343191965
100,0.3522491455078125,0.35227530343191965
100,0.3522491455078125,0.35227530343191965
100,0.3522491455078125,0.35228220621744794
100,0.352264404296875,0.35228729248046875
100,0.352264404296875,0.35228729248046875
100,0.352264404296875,0.35228729248046875
100,0.352264404296875,0.35228729248046875
200,0.352264404296875,0.35235159737723215
200,0.352264404296875,0.35235159737723215
200,0.352264404296875,0.3524082728794643
200,0.3523763020833333,0.35247366768973215
200,0.352386474609375,0.35247366768973215
200,0.352386474609375,0.35247366768973215
200,0.352386474609375,0.35247366768973215
200,0.352386474609375,0.35244968959263395
200,0.352386474609375,0.35247366768973215
200,0.352386474609375,0.35247366768973215
300,0.352386474609375,0.3525782993861607
300,0.352386474609375,0.3525782993861607
300,0.352386474609375,0.3525782993861607
300,0.3523813883463542,0.3525782993861607
300,0.352386474609375,0.3525782993861607
300,0.352386474609375,0.3525782993861607
300,0.352386474609375,0.35261753627232145
300,0.3524322509765625,0.3526240757533482
300,0.3524271647135417,0.3526240757533482
300,0.3524322509765625,0.3526240757533482
500,0.353057861328125,0.35472542898995535
500,0.35430908203125,0.35484749930245535
500,0.35430908203125,0.35484095982142855
500,0.35430908203125,0.3548431396484375
500,0.35430908203125,0.3548366001674107
500,0.35430908203125,0.35484749930245535
500,0.35430908203125,0.3548496791294643
500,0.35430908203125,0.35484749930245535
500,0.35430908203125,0.35484095982142855
500,0.35430908203125,0.3548496791294643
700,0.35430908203125,0.3550938197544643
700,0.35430908203125,0.3550938197544643
700,0.35430908203125,0.35614013671875
700,0.35614013671875,0.35693359375
700,0.35614013671875,0.3569859095982143
700,0.35614013671875,0.35693359375
700,0.3561553955078125,0.3569401332310268
700,0.3561553955078125,0.3569401332310268
700,0.3561553955078125,0.356964111328125
700,0.3561553955078125,0.35713413783482145
1000,0.3561553955078125,0.35802459716796875
1000,0.3592262268066406,0.36548614501953125
1000,0.3664436340332031,0.37294769287109375
1000,0.3710784912109375,0.37294769287109375
1000,0.3710784912109375,0.37294769287109375
1000,0.3738899230957031,0.38040924072265625
1000,0.3785400390625,0.38040924072265625
1000,0.3785400390625,0.38040924072265625
1000,0.3785400390625,0.38040924072265625
1000,0.3785400390625,0.38040924072265625
2000,0.39691162109375,0.4521109841086648
2000,0.4533721923828125,0.4604922207919034
2000,0.45374755859375,0.4614660089666193
2000,0.453948974609375,0.4613411643288352
2000,0.453948974609375,0.4615117853338068
2000,0.453948974609375,0.46125654740767047
2000,0.453948974609375,0.46126209605823865
2000,0.453948974609375,0.46144520152698865
2000,0.453948974609375,0.46154646439985797
2000,0.453948974609375,0.461578369140625
3000,0.5025863647460938,0.6097611647385818
3000,0.5894080268012153,0.6098527174729568
3000,0.5896453857421875,0.6103644737830529
3000,0.5896453857421875,0.609259287516276
3000,0.5896453857421875,0.6092427571614584
3000,0.5896453857421875,0.6091906229654948
3000,0.5896453857421875,0.6093533833821615
3000,0.5896453857421875,0.6088167826334635
3000,0.5901546478271484,0.6099955240885416
3000,0.5904083251953125,0.6096890767415365
5000,0.7375905890213815,0.7012880765474759
5000,0.8296002839740954,0.7506162203275241
5000,0.831223381890191,0.7507400512695312
5000,0.8372096011513158,0.750833740234375
5000,0.8328319348787007,0.749315185546875
5000,0.8330612182617188,0.7445780436197916
5000,0.8179779052734375,0.7494769287109375
5000,0.8361222116570723,0.749222412109375
5000,0.8316480848524306,0.7496420542399088
5000,0.8274959988064237,0.7500250244140625
7000,1.002946795839252,0.8498147817758414
