samples,numpy_dist_mat,memmap_dist_mat
7000,1.0145690020392923,0.8515973213391427
7000,1.0129013061523438,0.8512714385986329
7000,1.0114606969496782,0.8530994415283203
7000,0.9994659423828125,0.8460572895250822
7000,0.9988093376159668,0.8473045153495593
7000,1.0054430961608887,0.8556503668064024
7000,0.9999921244959677,0.8478622436523438
7000,0.9896161628491951,0.8473948943309295
7000,0.9935174757434476,0.8458185440454727
10000,1.3148640950520833,1.0176050398084853
10000,1.3085887514311692,1.0195133754185268
10000,1.2986226575127964,1.0344127710314766
10000,1.3237960547731633,1.0185109608208955
10000,1.3118780728044181,1.0335447038922991
10000,1.3219497412966008,1.0319020888384651
10000,1.309675572282177,1.0349197387695312
10000,1.3208005226264565,1.041728365248528
10000,1.3133202914533944,1.0342079276469216
10000,1.3263917050119174,1.041531415052817
20000,3.226901286357158,2.0284266508826914
20000,3.2135675541488578,2.017239511013031
20000,3.215275829194358,2.038258194923401
20000,3.243060565102694,2.039996997730152
20000,3.2138729610958614,2.023813563069021
20000,3.2297844309443318,2.0207912415031375
20000,3.2165593626272626,2.0226343870162964
20000,3.2214286735465936,2.028924022001379
20000,3.257556423611111,2.0154447404165117
20000,3.1989422276009263,2.0251857126791646
30000,6.6625557394588695,3.3814208450366827
30000,6.379193525450293,3.3819630080918808
30000,6.413100215804625,4.52230800374349
30000,6.397353285186145,3.4634140391408663
30000,6.419769409179687,3.3535479058159723
30000,6.373953446776345,3.387735483597736
30000,6.383571102087727,3.3962530211806685
30000,6.420516072014565,3.390736070482779
30000,6.369958113079612,3.3950660152422842
30000,6.367297932777637,3.3787304699267704
40000,10.501951237623604,5.029285839443386
40000,10.813449938468906,4.786976984984486
40000,10.838359561061587,4.797798310007368
40000,10.760684905035335,4.796304967759199
40000,10.834598139140681,4.797715453239484
40000,10.764324645996094,4.742376819493711
40000,10.77384407043457,4.815932125515408
40000,10.833838607162194,4.794515618430727
40000,10.742120019135253,4.823105642630205
40000,10.785871575979606,4.8236000354062085
