,samples,numpy_pam,numpy_fastpam1,numpy_fasterpam
0,50,0.3499501546223958,0.3501739501953125,0.3502146402994792
1,50,0.3640899658203125,0.3640899658203125,0.3640899658203125
2,50,0.3641204833984375,0.3641204833984375,0.3641204833984375
3,50,0.3641357421875,0.3641357421875,0.3641357421875
4,50,0.3641357421875,0.3641357421875,0.3641357421875
5,50,0.3641357421875,0.3641357421875,0.3641357421875
6,50,0.364166259765625,0.364166259765625,0.364166259765625
7,50,0.364166259765625,0.364166259765625,0.364166259765625
8,50,0.364166259765625,0.364166259765625,0.36420440673828125
9,50,0.3642120361328125,0.3642120361328125,0.3642120361328125
10,100,0.3642338344029018,0.3642425537109375,0.3642425537109375
11,100,0.3642425537109375,0.3642425537109375,0.3642425537109375
12,100,0.3642425537109375,0.3642425537109375,0.3642425537109375
13,100,0.3642425537109375,0.3642425537109375,0.3642425537109375
14,100,0.3642425537109375,0.3642425537109375,0.3642425537109375
15,100,0.3642425537109375,0.3642425537109375,0.3642425537109375
16,100,0.3642425537109375,0.3642425537109375,0.3642425537109375
17,100,0.3642425537109375,0.3642425537109375,0.36424001057942706
18,100,0.3642425537109375,0.3642425537109375,0.3642425537109375
19,100,0.3642425537109375,0.3642425537109375,0.3642934163411458
20,200,0.3643035888671875,0.3643035888671875,0.3643035888671875
21,200,0.3643035888671875,0.3643035888671875,0.3643035888671875
22,200,0.3643035888671875,0.3643035888671875,0.3643035888671875
23,200,0.3643035888671875,0.3643035888671875,0.3643035888671875
24,200,0.3643035888671875,0.3643035888671875,0.3643035888671875
25,200,0.3643035888671875,0.3643035888671875,0.3643035888671875
26,200,0.3643035888671875,0.3643035888671875,0.3643035888671875
27,200,0.3643035888671875,0.3643035888671875,0.3643035888671875
28,200,0.3643035888671875,0.3643035888671875,0.3643035888671875
29,200,0.3643035888671875,0.3643035888671875,0.3643035888671875
30,300,0.3643035888671875,0.3643035888671875,0.3643035888671875
31,300,0.3643035888671875,0.3643035888671875,0.3643035888671875
32,300,0.3643035888671875,0.3643035888671875,0.3643035888671875
33,300,0.3643035888671875,0.3643035888671875,0.3643035888671875
34,300,0.3643035888671875,0.3643035888671875,0.3643035888671875
35,300,0.3643035888671875,0.3643035888671875,0.3643035888671875
36,300,0.3643035888671875,0.3643035888671875,0.3643035888671875
37,300,0.3643035888671875,0.3643035888671875,0.3643035888671875
38,300,0.3643035888671875,0.3643035888671875,0.3643035888671875
39,300,0.3643035888671875,0.3643035888671875,0.3643035888671875
40,500,0.3643035888671875,0.3643035888671875,0.3643035888671875
41,500,0.3652496337890625,0.3652496337890625,0.3652496337890625
42,500,0.3652496337890625,0.3652496337890625,0.3652496337890625
43,500,0.3652496337890625,0.3652496337890625,0.3652496337890625
44,500,0.3652496337890625,0.3652496337890625,0.3652496337890625
45,500,0.3652496337890625,0.3652496337890625,0.3652496337890625
46,500,0.3652496337890625,0.3652496337890625,0.3652496337890625
